010,07100
010,07106
010,07104
010,08750
010,07102
010,08753
010,02496
010,07982
020,03520
020,03730
020,02144
020,01629
020,04960
020,02261
020,02475
020,02516
020,03732
020,06080
020,07510
020,02690
020,02595
020,02270
020,02458
020,06860
030,04032
030,06580
030,04030
030,02594
030,02231
030,02900
030,01887
030,02860
030,05804
030,03200
040,02217
040,02493
040,04500
040,02720
040,05503
040,07796
040,04060
040,07060
040,07790
040,02430
040,02582
040,01660
040,05506
040,02519
040,02585
040,05550
040,02110
040,01721
050,04500
050,04503
050,02217
050,02578
050,08380
050,02605
050,05688
050,02493
050,02211
050,05683
050,04380
050,05503
050,01738
050,01723
050,02582
050,01743
050,08621
050,05685
050,07796
050,05506
050,02583
050,05840
050,02434
050,05680
050,02585
050,08623
050,02720
050,04060
050,01300
050,02584
050,05890
050,06936
050,05687
050,05684
050,01874
050,02590
050,07790
050,02430
050,07060
050,05550
050,01742
050,04750
050,02519
050,08746
050,01750
050,01653
050,01660
050,01731
050,02110
050,02589
050,03090
050,02612
050,07090
050,01721
050,03167
050,03130
050,02562
050,06390
050,03098
050,02072
050,03210
050,07981
050,07986
050,03217
050,05860
050,02320
050,02328
050,03214
050,02384
050,07988
050,05800
050,07980
050,02327
050,07710
050,05803
050,05805
050,05343
050,64301
050,01617
050,01801
050,05348
050,02494
050,01903
050,04035
050,05344
050,05345
060,02519
060,02430
060,02110
060,01660
060,07060
060,04060
060,04750
070,08623
070,01750
070,01743
070,01723
070,01738
070,08621
070,05840
070,07710
070,05890
070,01742
070,02583
070,02211
070,02384
070,02347
070,02578
070,08380
070,04380
080,06080
080,04960
080,02144
080,06981
080,01354
080,04245
080,03520
080,06980
080,07510
080,02475
080,04240
080,03730
080,01358
080,01367
080,02302
080,04242
080,02357
080,02355
080,02261
080,02341
080,01629
080,06570
080,03732
080,01773
080,02516
080,05621
080,07620
080,01608
080,01631
080,01374
080,06622
080,05620
080,06180
080,08270
080,07600
080,02974
080,63190
080,06579
080,06181
080,01708
080,08272
080,63192
080,04235
080,02270
080,01671
080,02690
080,04230
080,06772
080,02595
080,03773
080,06770
080,02188
080,02458
080,06573
080,07492
080,06860
080,01785
080,01873
080,02428
080,08594
080,03770
080,03010
080,07490
080,01545
080,02601
080,02604
080,02465
080,02476
080,07031
080,04944
080,08250
080,07030
080,02596
080,01397
080,02462
080,02466
080,08252
080,04550
080,02603
080,03121
080,02611
080,07990
080,04910
080,02011
080,01420
080,02012
080,01293
080,02109
080,08221
080,02159
080,02269
080,04370
080,05360
080,04770
080,02410
080,99180
080,02413
080,02418
090,02960
090,04850
090,07130
090,04652
090,02321
090,08778
090,05440
090,05441
090,04650
100,07950
100,01709
100,08023
100,02587
100,08028
100,05656
100,08020
100,02341
100,08450
100,01537
100,02974
100,02357
100,02355
100,08451
110,07130
110,05441
110,05440
110,04620
110,02960
110,01604
110,07660
110,08778
110,02321
110,02087
110,08770
110,02336
120,02581
120,05014
120,02113
120,02114
120,07870
120,07872
120,07873
120,02347
120,03501
120,03500
130,02562
130,06390
130,03167
130,07090
130,03090
130,01653
140,05140
140,02407
140,02329
140,05148
140,04460
140,03550
150,07873
150,05014
150,02114
150,01788
150,02581
150,01941
150,03193
150,90132
150,07872
150,02223
150,02347
150,03501
150,02566
160,05220
160,02041
160,02282
160,05223
160,05226
160,02172
160,02281
160,06440
160,01880
160,02566
160,02283
160,04172
160,02267
160,05870
160,04175
170,04170
170,04431
170,04172
170,04175
170,02850
170,04437
170,02283
170,02172
170,02281
170,08792
170,04430
170,04433
170,02282
170,06494
180,03200
180,01887
180,06581
180,06580
180,01550
180,08360
180,04032
180,01821
190,01941
190,90132
190,02566
190,03193
190,02223
190,07873
190,02267
190,06440
190,05870
190,01880
200,02339
200,64531
200,02264
200,02338
200,01660
200,01599
200,02110
200,07060
200,02519
200,02430
200,04750
200,04060
200,02398
200,02720
200,06930
200,06851
200,06890
200,01874
200,06850
200,06936
200,07090
200,03167
200,06390
200,02562
200,01653
200,02217
200,02493
200,07790
200,07796
200,03090
200,03098
200,05503
200,01721
200,05550
200,04500
200,02585
200,05506
200,02582
200,02584
200,03130
200,02583
200,05890
200,05860
200,05840
200,05343
200,01617
200,05348
200,01903
200,05344
200,02494
200,05345
200,02384
210,07780
210,02586
210,07788
210,03340
210,03344
210,07782
210,08451
210,04560
210,07430
210,02587
210,08022
210,08470
210,08023
220,05480
220,02614
220,02505
220,01346
220,05484
220,02615
220,01329
220,07560
220,07290
220,06505
220,06500
220,00433
220,02627
230,02230
230,05870
230,02267
230,02231
230,02594
230,01880
230,03193
230,01887
230,08794
230,03631
230,05226
240,06440
240,06445
240,02566
240,02223
240,90132
240,05220
240,02041
240,01941
240,02548
240,02267
240,02282
240,02544
240,02546
250,07430
250,03344
250,08470
250,03342
250,03340
250,02563
250,02469
250,08471
250,08660
250,07780
250,01469
250,08451
250,02586
250,01494
250,04560
260,01723
260,01738
260,08621
260,08623
260,01743
260,02211
260,01742
260,01750
260,01731
260,02578
260,08380
260,02589
260,02320
260,02072
260,02612
260,02327
260,02328
260,04380
260,05800
260,07710
260,05803
260,02434
260,02605
260,04500
260,05683
260,04035
